endpoint_id;mode_start;mode_duration;label
500;2020-08-23 05:57:00+03;19;Холостой ход
500;2020-08-23 13:25:00+03;9;Холостой ход
500;2020-08-21 11:00:00+03;18;Холостой ход
500;2020-08-23 06:31:00+03;10;Холостой ход
500;2020-08-23 06:16:00+03;15;Работает
500;2020-08-28 00:36:00+03;63;Работает
500;2020-08-31 22:02:00+03;18;Работает
500;2020-08-21 11:18:00+03;24;Работает
500;2020-08-23 06:41:00+03;27;Работает
500;2020-08-21 11:42:00+03;38;Холостой ход
500;2020-08-21 12:20:00+03;110;Работает
500;2020-08-28 01:39:00+03;18;Холостой ход
500;2020-08-28 01:57:00+03;25;Работает
500;2020-08-23 07:08:00+03;13;Холостой ход
500;2020-08-22 17:30:00+03;61;Работает
500;2020-08-23 07:21:00+03;15;Работает
500;2020-08-28 02:22:00+03;184;Холостой ход
500;2020-08-31 22:20:00+03;51;Холостой ход
500;2020-08-23 12:51:00+03;14;Холостой ход
500;2020-08-21 14:10:00+03;15;Холостой ход
500;2020-08-21 14:25:00+03;39;Работает
500;2020-08-21 15:04:00+03;12;Холостой ход
500;2020-08-22 18:31:00+03;24;Холостой ход
500;2020-08-21 15:16:00+03;13;Работает
500;2020-08-21 15:29:00+03;7;Холостой ход
500;2020-08-21 15:36:00+03;24;Работает
500;2020-08-22 18:55:00+03;13;Работает
500;2020-08-21 16:00:00+03;30;Холостой ход
500;2020-08-21 16:30:00+03;68;Работает
500;2020-08-23 08:06:00+03;7;Работает
500;2020-08-21 17:38:00+03;6;Холостой ход
500;2020-08-21 17:44:00+03;9;Работает
500;2020-09-02 03:53:00+03;48;Холостой ход
500;2020-08-21 17:53:00+03;13;Холостой ход
500;2020-08-21 18:06:00+03;16;Работает
500;2020-08-22 20:03:00+03;205;Работает
500;2020-08-21 18:22:00+03;6;Холостой ход
500;2020-08-21 18:28:00+03;31;Работает
500;2020-08-21 18:59:00+03;7;Холостой ход
500;2020-08-21 19:06:00+03;10;Работает
500;2020-08-31 23:11:00+03;21;Работает
500;2020-08-23 08:13:00+03;9;Холостой ход
500;2020-08-28 05:26:00+03;50;Работает
500;2020-08-28 06:16:00+03;32;Холостой ход
500;2020-08-23 11:13:00+03;32;Холостой ход
500;2020-08-21 21:14:00+03;12;Работает
500;2020-08-21 21:26:00+03;10;Холостой ход
500;2020-08-21 21:36:00+03;10;Работает
500;2020-08-21 21:46:00+03;28;Холостой ход
500;2020-08-21 22:14:00+03;30;Работает
500;2020-08-28 06:48:00+03;49;Работает
500;2020-08-21 22:44:00+03;10;Холостой ход
500;2020-08-21 22:54:00+03;59;Работает
500;2020-08-23 13:05:00+03;20;Работает
500;2020-08-21 23:53:00+03;6;Холостой ход
500;2020-08-22 00:12:00+03;13;Холостой ход
500;2020-08-22 00:25:00+03;123;Работает
500;2020-08-22 02:28:00+03;27;Холостой ход
500;2020-08-22 02:55:00+03;40;Работает
500;2020-08-22 23:28:00+03;29;Холостой ход
500;2020-08-23 08:22:00+03;51;Работает
500;2020-08-23 09:13:00+03;27;Холостой ход
500;2020-08-22 03:35:00+03;7;Холостой ход
500;2020-08-22 03:42:00+03;6;Работает
500;2020-07-09 02:09:00+03;15;Нет данных
500;2020-07-09 02:24:00+03;33;Работает
500;2020-07-09 02:57:00+03;14;Нет данных
500;2020-07-09 03:11:00+03;217;Работает
500;2020-07-09 06:48:00+03;7;Нет данных
500;2020-07-09 06:55:00+03;40;Работает
500;2020-07-09 07:35:00+03;23;Холостой ход
500;2020-07-09 16:14:00+03;8;Холостой ход
500;2020-07-09 16:22:00+03;193;Работает
500;2020-07-09 20:07:00+03;147;Работает
500;2020-07-09 22:34:00+03;24;Холостой ход
500;2020-07-09 22:58:00+03;11;Работает
500;2020-07-10 00:04:00+03;236;Работает
500;2020-07-10 04:00:00+03;31;Холостой ход
500;2020-07-10 04:31:00+03;36;Работает
500;2020-07-10 05:07:00+03;5;Холостой ход
500;2020-07-10 05:12:00+03;103;Работает
500;2020-07-10 06:55:00+03;10;Холостой ход
500;2020-07-10 07:05:00+03;19;Работает
500;2020-07-10 07:24:00+03;36;Холостой ход
500;2020-07-10 08:00:00+03;51;Работает
500;2020-07-10 08:51:00+03;66;Нет данных
500;2020-07-10 09:57:00+03;85;Работает
500;2020-07-10 11:22:00+03;26;Холостой ход
500;2020-07-10 11:48:00+03;147;Работает
500;2020-07-10 14:15:00+03;185;Нет данных
500;2020-07-10 17:20:00+03;126;Работает
500;2020-07-10 19:26:00+03;31;Холостой ход
500;2020-07-11 00:08:00+03;26;Холостой ход
500;2020-07-11 00:34:00+03;187;Работает
500;2020-07-11 03:41:00+03;79;Холостой ход
500;2020-07-11 05:00:00+03;13;Работает
500;2020-07-11 05:13:00+03;27;Холостой ход
500;2020-07-11 05:40:00+03;29;Работает
500;2020-07-11 06:09:00+03;13;Холостой ход
500;2020-07-11 06:22:00+03;34;Работает
500;2020-07-11 06:56:00+03;6;Холостой ход
500;2020-07-11 07:02:00+03;13;Работает
500;2020-07-11 08:21:00+03;174;Работает
500;2020-07-11 11:15:00+03;44;Холостой ход
500;2020-07-11 11:59:00+03;146;Работает
500;2020-07-11 14:25:00+03;25;Холостой ход
500;2020-07-11 14:50:00+03;33;Работает
500;2020-07-11 15:23:00+03;168;Холостой ход
500;2020-07-11 18:11:00+03;32;Работает
500;2020-07-11 18:43:00+03;11;Холостой ход
500;2020-07-11 18:54:00+03;36;Работает
500;2020-07-11 19:30:00+03;30;Холостой ход
500;2020-07-11 20:00:00+03;41;Работает
500;2020-07-11 20:41:00+03;5;Холостой ход
500;2020-07-11 20:46:00+03;32;Работает
500;2020-07-11 21:18:00+03;31;Холостой ход
500;2020-07-11 21:49:00+03;13;Работает
500;2020-07-11 22:02:00+03;63;Холостой ход
500;2020-07-11 23:05:00+03;15;Работает
500;2020-07-12 00:36:00+03;68;Работает
500;2020-07-12 01:44:00+03;15;Холостой ход
500;2020-07-12 01:59:00+03;16;Работает
500;2020-07-12 02:15:00+03;15;Холостой ход
500;2020-07-12 02:30:00+03;81;Работает
500;2020-07-12 03:51:00+03;66;Холостой ход
500;2020-07-12 04:57:00+03;150;Работает
500;2020-07-12 08:05:00+03;65;Работает
500;2020-07-12 09:10:00+03;8;Холостой ход
500;2020-07-12 09:18:00+03;59;Работает
500;2020-07-12 10:17:00+03;147;Холостой ход
500;2020-07-12 12:44:00+03;14;Работает
500;2020-07-12 12:58:00+03;39;Холостой ход
500;2020-07-12 13:37:00+03;28;Работает
500;2020-07-12 14:05:00+03;19;Холостой ход
500;2020-07-12 14:24:00+03;9;Работает
500;2020-07-12 14:33:00+03;8;Холостой ход
500;2020-07-12 14:41:00+03;3;Работает
500;2020-07-12 14:44:00+03;15;Холостой ход
500;2020-07-12 14:59:00+03;2;Работает
500;2020-07-12 15:01:00+03;23;Холостой ход
500;2020-07-12 15:24:00+03;37;Работает
500;2020-07-12 16:01:00+03;34;Холостой ход
500;2020-07-12 16:35:00+03;13;Работает
500;2020-07-12 16:48:00+03;13;Холостой ход
500;2020-07-12 17:01:00+03;113;Работает
500;2020-07-12 18:54:00+03;12;Холостой ход
500;2020-07-12 19:06:00+03;12;Работает
500;2020-07-12 20:23:00+03;101;Работает
500;2020-07-12 22:04:00+03;26;Холостой ход
500;2020-07-12 22:30:00+03;15;Работает
500;2020-07-12 22:45:00+03;49;Холостой ход
500;2020-07-13 00:04:00+03;36;Холостой ход
500;2020-07-13 00:40:00+03;165;Работает
500;2020-07-13 03:25:00+03;11;Холостой ход
500;2020-07-13 03:36:00+03;21;Работает
500;2020-07-13 03:57:00+03;34;Холостой ход
500;2020-07-13 04:31:00+03;39;Работает
500;2020-07-13 05:10:00+03;16;Холостой ход
500;2020-07-13 05:26:00+03;131;Работает
500;2020-07-13 08:04:00+03;84;Работает
500;2020-07-13 09:28:00+03;10;Холостой ход
500;2020-07-13 09:38:00+03;17;Работает
500;2020-07-13 09:55:00+03;61;Холостой ход
500;2020-07-13 10:56:00+03;9;Работает
500;2020-07-13 11:05:00+03;71;Холостой ход
500;2020-07-13 12:16:00+03;82;Работает
500;2020-07-13 13:38:00+03;11;Холостой ход
500;2020-07-13 13:49:00+03;31;Работает
500;2020-07-13 14:20:00+03;7;Холостой ход
500;2020-07-13 14:27:00+03;38;Работает
500;2020-07-13 15:05:00+03;8;Холостой ход
500;2020-07-13 15:13:00+03;28;Работает
500;2020-07-13 15:41:00+03;52;Холостой ход
500;2020-07-13 16:33:00+03;34;Работает
500;2020-07-13 17:07:00+03;6;Холостой ход
500;2020-07-13 17:13:00+03;41;Работает
500;2020-07-13 17:54:00+03;7;Холостой ход
500;2020-07-13 18:01:00+03;98;Работает
500;2020-07-13 20:01:00+03;32;Работает
500;2020-07-13 20:33:00+03;5;Холостой ход
500;2020-07-13 20:38:00+03;32;Работает
500;2020-07-13 21:10:00+03;5;Холостой ход
500;2020-07-13 21:15:00+03;56;Работает
500;2020-07-13 22:11:00+03;24;Холостой ход
500;2020-07-13 22:35:00+03;23;Работает
500;2020-07-13 22:58:00+03;10;Холостой ход
500;2020-07-13 23:08:00+03;2;Работает
500;2020-07-13 23:10:00+03;31;Холостой ход
500;2020-07-13 23:41:00+03;15;Работает
500;2020-07-14 00:30:00+03;26;Работает
500;2020-07-14 00:56:00+03;32;Холостой ход
500;2020-07-14 01:28:00+03;12;Работает
500;2020-07-14 01:40:00+03;17;Холостой ход
500;2020-07-14 01:57:00+03;120;Работает
500;2020-07-14 03:57:00+03;35;Холостой ход
500;2020-07-14 04:32:00+03;13;Работает
500;2020-07-14 04:45:00+03;9;Холостой ход
500;2020-07-14 04:54:00+03;7;Работает
500;2020-07-14 05:01:00+03;20;Холостой ход
500;2020-07-14 05:21:00+03;59;Работает
500;2020-07-14 06:20:00+03;5;Холостой ход
500;2020-07-14 06:25:00+03;63;Работает
500;2020-07-14 08:05:00+03;31;Работает
500;2020-07-14 08:36:00+03;9;Холостой ход
500;2020-07-14 08:45:00+03;122;Работает
500;2020-07-14 10:47:00+03;7;Холостой ход
500;2020-07-14 10:54:00+03;49;Работает
500;2020-07-14 11:43:00+03;43;Холостой ход
500;2020-07-14 12:26:00+03;28;Работает
500;2020-07-14 13:03:00+03;24;Работает
500;2020-07-14 13:27:00+03;9;Холостой ход
500;2020-07-14 14:09:00+03;10;Холостой ход
500;2020-07-14 14:19:00+03;97;Работает
500;2020-07-14 15:56:00+03;32;Холостой ход
500;2020-07-14 16:28:00+03;42;Работает
500;2020-07-14 17:10:00+03;7;Холостой ход
500;2020-07-14 17:17:00+03;13;Работает
500;2020-07-14 17:30:00+03;15;Холостой ход
500;2020-07-14 17:45:00+03;26;Работает
500;2020-07-14 18:11:00+03;9;Холостой ход
500;2020-07-14 18:20:00+03;16;Работает
500;2020-07-14 18:36:00+03;10;Холостой ход
500;2020-07-14 18:46:00+03;24;Работает
500;2020-07-14 19:10:00+03;7;Нет данных
500;2020-07-14 19:17:00+03;8;Работает
500;2020-07-14 20:05:00+03;235;Работает
500;2020-07-15 00:00:00+03;35;Холостой ход
500;2020-07-15 00:35:00+03;77;Работает
500;2020-07-15 01:52:00+03;36;Холостой ход
500;2020-07-15 02:28:00+03;14;Работает
500;2020-07-15 02:42:00+03;16;Холостой ход
500;2020-07-15 02:58:00+03;58;Работает
500;2020-07-15 03:56:00+03;37;Холостой ход
500;2020-07-15 04:33:00+03;21;Работает
500;2020-07-15 04:54:00+03;7;Холостой ход
500;2020-07-15 05:01:00+03;39;Работает
500;2020-07-15 05:40:00+03;10;Холостой ход
500;2020-07-15 05:50:00+03;16;Работает
500;2020-07-15 06:06:00+03;18;Холостой ход
500;2020-07-15 06:24:00+03;33;Работает
500;2020-07-15 06:57:00+03;22;Холостой ход
500;2020-07-15 07:19:00+03;11;Работает
500;2020-07-15 10:16:00+03;376;Отключено
500;2020-07-15 16:32:00+03;21;Холостой ход
500;2020-07-15 16:53:00+03;165;Работает
500;2020-07-15 20:15:00+03;55;Работает
500;2020-07-15 21:10:00+03;6;Холостой ход
500;2020-07-15 21:16:00+03;65;Работает
500;2020-07-15 22:21:00+03;6;Холостой ход
500;2020-07-15 22:27:00+03;65;Работает
500;2020-07-16 00:26:00+03;217;Работает
500;2020-07-16 04:03:00+03;24;Холостой ход
500;2020-07-16 04:27:00+03;185;Работает
500;2020-07-16 08:13:00+03;203;Работает
500;2020-07-16 11:36:00+03;56;Холостой ход
500;2020-07-16 12:32:00+03;7;Работает
500;2020-07-16 12:39:00+03;19;Холостой ход
500;2020-07-16 12:58:00+03;14;Работает
500;2020-07-16 13:12:00+03;25;Холостой ход
500;2020-07-16 13:37:00+03;15;Работает
500;2020-07-16 13:52:00+03;38;Холостой ход
500;2020-07-16 14:30:00+03;17;Работает
500;2020-07-16 14:47:00+03;22;Холостой ход
500;2020-07-16 15:09:00+03;12;Работает
500;2020-07-16 15:21:00+03;25;Холостой ход
500;2020-07-16 15:46:00+03;15;Работает
500;2020-07-16 16:01:00+03;47;Холостой ход
500;2020-07-16 16:48:00+03;89;Работает
500;2020-07-16 18:17:00+03;15;Холостой ход
500;2020-07-16 18:32:00+03;11;Работает
500;2020-07-16 18:43:00+03;6;Холостой ход
500;2020-07-16 18:49:00+03;14;Работает
500;2020-07-16 19:03:00+03;19;Холостой ход
500;2020-07-16 19:22:00+03;10;Работает
500;2020-07-16 23:19:00+03;26;Холостой ход
500;2020-07-17 00:32:00+03;7;Холостой ход
500;2020-07-17 00:39:00+03;98;Работает
500;2020-07-17 02:17:00+03;6;Холостой ход
500;2020-07-17 02:23:00+03;91;Работает
500;2020-07-17 03:54:00+03;36;Холостой ход
500;2020-07-17 04:30:00+03;71;Работает
500;2020-07-17 05:41:00+03;27;Холостой ход
500;2020-07-17 06:08:00+03;15;Работает
500;2020-07-17 06:23:00+03;7;Холостой ход
500;2020-07-17 06:30:00+03;59;Работает
500;2020-07-17 08:07:00+03;7;Работает
500;2020-07-17 08:14:00+03;17;Холостой ход
500;2020-07-17 08:31:00+03;20;Работает
500;2020-07-17 08:51:00+03;14;Холостой ход
500;2020-07-17 09:05:00+03;177;Работает
500;2020-07-17 12:02:00+03;34;Холостой ход
500;2020-07-17 12:36:00+03;52;Работает
500;2020-07-17 13:28:00+03;7;Холостой ход
500;2020-07-17 13:35:00+03;40;Работает
500;2020-07-17 14:15:00+03;5;Холостой ход
500;2020-07-17 14:20:00+03;87;Работает
500;2020-07-17 15:47:00+03;5;Холостой ход
500;2020-07-17 15:52:00+03;7;Нет данных
500;2020-07-17 15:59:00+03;20;Холостой ход
500;2020-07-17 16:19:00+03;44;Работает
500;2020-07-17 17:03:00+03;11;Холостой ход
500;2020-07-17 17:14:00+03;35;Работает
500;2020-07-17 17:49:00+03;13;Холостой ход
500;2020-07-17 18:02:00+03;92;Работает
500;2020-07-17 20:10:00+03;10;Работает
500;2020-07-17 20:20:00+03;15;Холостой ход
500;2020-07-17 20:35:00+03;83;Работает
500;2020-07-17 21:58:00+03;7;Холостой ход
500;2020-07-17 22:05:00+03;17;Работает
500;2020-07-17 22:22:00+03;31;Холостой ход
500;2020-07-17 22:53:00+03;20;Работает
500;2020-07-18 00:31:00+03;35;Работает
500;2020-07-18 01:06:00+03;18;Холостой ход
500;2020-07-18 01:24:00+03;20;Работает
500;2020-07-18 01:44:00+03;27;Холостой ход
500;2020-07-18 02:11:00+03;19;Работает
500;2020-07-18 02:30:00+03;52;Холостой ход
500;2020-07-18 03:22:00+03;34;Работает
500;2020-07-18 03:56:00+03;56;Холостой ход
500;2020-07-18 04:52:00+03;59;Работает
500;2020-07-18 05:51:00+03;7;Холостой ход
500;2020-07-18 05:58:00+03;11;Работает
500;2020-07-18 06:09:00+03;10;Холостой ход
500;2020-07-18 06:19:00+03;72;Работает
500;2020-07-18 08:03:00+03;17;Работает
500;2020-07-18 08:20:00+03;19;Холостой ход
500;2020-07-18 08:39:00+03;172;Работает
500;2020-08-22 03:48:00+03;5;Холостой ход
500;2020-07-18 11:31:00+03;30;Холостой ход
500;2020-07-18 12:01:00+03;91;Работает
500;2020-07-18 13:32:00+03;9;Холостой ход
500;2020-07-18 13:41:00+03;106;Работает
500;2020-07-18 15:27:00+03;7;Холостой ход
500;2020-07-18 15:34:00+03;26;Работает
500;2020-07-18 16:00:00+03;35;Холостой ход
500;2020-07-18 16:35:00+03;10;Работает
500;2020-07-18 16:45:00+03;9;Холостой ход
500;2020-07-18 16:54:00+03;136;Работает
500;2020-07-18 20:02:00+03;145;Работает
500;2020-07-18 22:27:00+03;7;Холостой ход
500;2020-07-18 22:34:00+03;24;Работает
500;2020-07-18 22:58:00+03;7;Холостой ход
500;2020-07-18 23:05:00+03;54;Работает
500;2020-07-19 00:50:00+03;105;Работает
500;2020-07-19 02:35:00+03;16;Холостой ход
500;2020-07-19 02:51:00+03;67;Работает
500;2020-07-19 03:58:00+03;41;Холостой ход
500;2020-07-19 04:39:00+03;116;Работает
500;2020-07-19 06:35:00+03;10;Холостой ход
500;2020-07-19 06:45:00+03;26;Работает
500;2020-07-19 07:11:00+03;9;Холостой ход
500;2020-07-19 07:20:00+03;18;Работает
500;2020-07-19 08:00:00+03;205;Работает
500;2020-07-19 11:25:00+03;37;Холостой ход
500;2020-07-19 12:02:00+03;223;Работает
500;2020-07-19 15:45:00+03;8;Холостой ход
500;2020-07-19 15:53:00+03;5;Работает
500;2020-07-19 15:58:00+03;24;Холостой ход
500;2020-07-19 16:22:00+03;72;Работает
500;2020-07-19 17:34:00+03;11;Холостой ход
500;2020-07-19 17:45:00+03;70;Работает
500;2020-07-19 18:55:00+03;13;Холостой ход
500;2020-07-19 19:08:00+03;19;Работает
500;2020-07-19 20:03:00+03;31;Работает
500;2020-07-19 20:34:00+03;9;Холостой ход
500;2020-07-19 20:43:00+03;52;Работает
500;2020-07-19 21:35:00+03;18;Холостой ход
500;2020-07-19 21:53:00+03;96;Работает
500;2020-07-19 23:29:00+03;31;Холостой ход
500;2020-07-20 00:00:00+03;239;Работает
500;2020-07-20 03:59:00+03;30;Холостой ход
500;2020-07-20 04:29:00+03;25;Работает
500;2020-07-20 04:54:00+03;9;Холостой ход
500;2020-07-20 05:03:00+03;17;Работает
500;2020-07-20 05:20:00+03;19;Холостой ход
500;2020-07-20 05:39:00+03;117;Работает
500;2020-07-20 08:07:00+03;10;Работает
500;2020-07-20 08:17:00+03;20;Холостой ход
500;2020-07-20 08:37:00+03;153;Работает
500;2020-07-20 11:10:00+03;7;Холостой ход
500;2020-07-20 11:17:00+03;7;Работает
500;2020-07-20 11:24:00+03;8;Холостой ход
500;2020-07-20 11:32:00+03;27;Работает
500;2020-07-20 11:59:00+03;31;Холостой ход
500;2020-07-20 12:30:00+03;146;Работает
500;2020-07-20 14:56:00+03;7;Холостой ход
500;2020-07-20 15:03:00+03;56;Работает
500;2020-07-20 15:59:00+03;39;Холостой ход
500;2020-07-20 16:38:00+03;176;Работает
500;2020-07-20 20:03:00+03;101;Работает
500;2020-07-20 21:44:00+03;5;Холостой ход
500;2020-07-20 21:49:00+03;39;Работает
500;2020-07-20 22:28:00+03;7;Холостой ход
500;2020-07-20 22:35:00+03;46;Работает
500;2020-07-21 00:07:00+03;45;Работает
500;2020-07-21 00:52:00+03;5;Холостой ход
500;2020-07-21 00:57:00+03;181;Работает
500;2020-07-21 03:58:00+03;29;Холостой ход
500;2020-07-21 04:27:00+03;153;Работает
500;2020-07-21 07:00:00+03;7;Холостой ход
500;2020-07-21 07:07:00+03;25;Работает
500;2020-07-21 08:32:00+03;2;Работает
500;2020-07-21 08:34:00+03;6;Холостой ход
500;2020-07-21 08:40:00+03;63;Работает
500;2020-07-21 09:43:00+03;7;Холостой ход
500;2020-07-21 09:50:00+03;91;Работает
500;2020-07-21 11:21:00+03;42;Холостой ход
500;2020-07-21 12:03:00+03;61;Работает
500;2020-07-21 13:04:00+03;7;Холостой ход
500;2020-07-21 13:11:00+03;7;Работает
500;2020-07-21 13:18:00+03;13;Холостой ход
500;2020-07-21 13:31:00+03;14;Работает
500;2020-07-21 13:45:00+03;28;Холостой ход
500;2020-07-21 14:13:00+03;68;Работает
500;2020-07-21 15:21:00+03;10;Холостой ход
500;2020-07-21 15:31:00+03;21;Работает
500;2020-07-21 15:52:00+03;42;Холостой ход
500;2020-07-21 16:34:00+03;116;Работает
500;2020-07-21 18:30:00+03;6;Холостой ход
500;2020-07-21 18:36:00+03;5;Работает
500;2020-07-21 18:41:00+03;7;Холостой ход
500;2020-07-21 18:48:00+03;52;Работает
500;2020-07-21 20:03:00+03;110;Работает
500;2020-07-21 21:53:00+03;7;Холостой ход
500;2020-07-21 22:00:00+03;25;Работает
500;2020-07-21 22:25:00+03;7;Холостой ход
500;2020-07-21 22:32:00+03;83;Работает
500;2020-07-22 00:37:00+03;61;Работает
500;2020-07-22 01:38:00+03;23;Холостой ход
500;2020-07-22 02:01:00+03;18;Работает
500;2020-07-22 02:19:00+03;6;Холостой ход
500;2020-07-22 02:25:00+03;16;Работает
500;2020-07-22 02:41:00+03;50;Холостой ход
500;2020-07-22 03:31:00+03;22;Работает
500;2020-07-22 03:53:00+03;35;Холостой ход
500;2020-07-22 04:28:00+03;36;Работает
500;2020-07-22 05:04:00+03;25;Холостой ход
500;2020-07-22 05:29:00+03;31;Работает
500;2020-07-22 06:00:00+03;7;Холостой ход
500;2020-07-22 06:07:00+03;60;Работает
500;2020-07-22 16:02:00+03;9;Работает
500;2020-07-22 16:11:00+03;21;Холостой ход
500;2020-07-22 16:32:00+03;77;Работает
500;2020-07-22 17:49:00+03;6;Холостой ход
500;2020-07-22 17:55:00+03;101;Работает
500;2020-07-22 20:02:00+03;54;Работает
500;2020-07-22 20:56:00+03;9;Холостой ход
500;2020-07-22 21:05:00+03;3;Работает
500;2020-07-22 21:08:00+03;18;Холостой ход
500;2020-07-22 21:26:00+03;43;Работает
500;2020-07-22 22:09:00+03;6;Холостой ход
500;2020-07-22 22:15:00+03;44;Работает
500;2020-07-22 22:59:00+03;11;Холостой ход
500;2020-07-22 23:10:00+03;25;Работает
500;2020-07-23 00:24:00+03;35;Работает
500;2020-07-23 00:59:00+03;6;Холостой ход
500;2020-07-23 01:05:00+03;4;Работает
500;2020-07-23 01:09:00+03;9;Холостой ход
500;2020-07-23 01:18:00+03;70;Работает
500;2020-07-23 02:28:00+03;6;Холостой ход
500;2020-07-23 02:34:00+03;68;Работает
500;2020-07-23 03:42:00+03;70;Холостой ход
500;2020-07-23 04:52:00+03;28;Работает
500;2020-07-23 05:20:00+03;12;Холостой ход
500;2020-07-23 05:32:00+03;10;Работает
500;2020-07-23 05:42:00+03;41;Холостой ход
500;2020-07-23 06:23:00+03;42;Работает
500;2020-07-23 08:20:00+03;18;Работает
500;2020-07-23 08:38:00+03;10;Холостой ход
500;2020-07-23 08:48:00+03;78;Работает
500;2020-07-23 10:06:00+03;11;Холостой ход
500;2020-07-23 10:17:00+03;99;Работает
500;2020-07-23 11:56:00+03;34;Холостой ход
500;2020-07-23 12:30:00+03;90;Работает
500;2020-07-23 14:00:00+03;11;Холостой ход
500;2020-07-23 14:11:00+03;15;Работает
500;2020-07-23 14:26:00+03;10;Холостой ход
500;2020-07-23 14:36:00+03;52;Работает
500;2020-07-23 15:28:00+03;10;Холостой ход
500;2020-07-23 15:38:00+03;31;Работает
500;2020-07-23 16:09:00+03;25;Холостой ход
500;2020-07-23 16:34:00+03;13;Работает
500;2020-07-23 16:47:00+03;25;Холостой ход
500;2020-07-23 17:12:00+03;2;Работает
500;2020-07-23 17:14:00+03;13;Холостой ход
500;2020-07-23 17:27:00+03;1;Работает
500;2020-07-23 17:28:00+03;12;Холостой ход
500;2020-07-23 17:40:00+03;78;Работает
500;2020-07-23 18:58:00+03;6;Холостой ход
500;2020-07-23 19:04:00+03;37;Работает
500;2020-07-23 20:10:00+03;7;Работает
500;2020-07-23 20:17:00+03;11;Холостой ход
500;2020-07-23 20:28:00+03;18;Работает
500;2020-07-23 20:46:00+03;100;Холостой ход
500;2020-07-23 22:26:00+03;10;Работает
500;2020-07-23 22:36:00+03;12;Холостой ход
500;2020-07-23 22:48:00+03;1;Работает
500;2020-07-23 22:49:00+03;46;Холостой ход
500;2020-07-23 23:35:00+03;1;Работает
500;2020-07-24 00:11:00+03;8;Работает
500;2020-07-24 00:19:00+03;6;Холостой ход
500;2020-07-24 00:25:00+03;81;Работает
500;2020-07-24 01:46:00+03;15;Холостой ход
500;2020-07-24 02:01:00+03;32;Работает
500;2020-07-24 02:33:00+03;26;Холостой ход
500;2020-07-24 02:59:00+03;11;Работает
500;2020-07-24 03:10:00+03;22;Холостой ход
500;2020-07-24 03:32:00+03;1;Работает
500;2020-07-24 03:33:00+03;11;Холостой ход
500;2020-07-24 03:44:00+03;15;Работает
500;2020-07-24 03:59:00+03;33;Холостой ход
500;2020-07-24 04:32:00+03;13;Работает
500;2020-07-24 04:45:00+03;6;Холостой ход
500;2020-07-24 04:51:00+03;20;Работает
500;2020-07-24 05:11:00+03;11;Холостой ход
500;2020-07-24 05:22:00+03;33;Работает
500;2020-07-24 05:55:00+03;5;Холостой ход
500;2020-07-24 06:00:00+03;46;Работает
500;2020-07-24 06:46:00+03;7;Холостой ход
500;2020-07-24 06:53:00+03;22;Работает
500;2020-07-24 07:15:00+03;6;Холостой ход
500;2020-07-24 07:21:00+03;3;Работает
500;2020-07-24 07:24:00+03;8;Холостой ход
500;2020-07-24 07:32:00+03;1;Работает
500;2020-07-24 08:11:00+03;31;Работает
500;2020-07-24 08:42:00+03;8;Холостой ход
500;2020-07-24 08:50:00+03;3;Работает
500;2020-07-24 08:53:00+03;16;Холостой ход
500;2020-07-24 09:09:00+03;1;Работает
500;2020-07-24 09:10:00+03;45;Холостой ход
500;2020-07-24 09:55:00+03;94;Работает
500;2020-07-24 11:29:00+03;5;Холостой ход
500;2020-07-24 11:34:00+03;2;Работает
500;2020-07-24 11:36:00+03;6;Холостой ход
500;2020-07-24 11:42:00+03;8;Работает
500;2020-07-24 11:50:00+03;36;Холостой ход
500;2020-07-24 12:26:00+03;92;Работает
500;2020-07-24 13:58:00+03;11;Холостой ход
500;2020-07-24 14:09:00+03;12;Работает
500;2020-07-24 14:21:00+03;9;Холостой ход
500;2020-07-24 14:30:00+03;90;Работает
500;2020-07-24 16:00:00+03;33;Холостой ход
500;2020-07-24 16:33:00+03;100;Работает
500;2020-07-24 18:13:00+03;6;Холостой ход
500;2020-07-24 18:19:00+03;40;Работает
500;2020-07-24 18:59:00+03;10;Холостой ход
500;2020-07-24 19:09:00+03;25;Работает
500;2020-07-24 20:03:00+03;74;Работает
500;2020-07-24 21:17:00+03;5;Холостой ход
500;2020-07-24 21:22:00+03;125;Работает
500;2020-07-24 23:27:00+03;25;Холостой ход
500;2020-07-25 03:58:00+03;29;Холостой ход
500;2020-07-25 04:27:00+03;18;Работает
500;2020-07-25 04:45:00+03;31;Холостой ход
500;2020-07-25 05:16:00+03;141;Работает
500;2020-07-25 08:13:00+03;38;Работает
500;2020-07-25 08:51:00+03;6;Холостой ход
500;2020-07-25 08:57:00+03;170;Работает
500;2020-07-25 11:47:00+03;38;Холостой ход
500;2020-07-25 12:25:00+03;134;Работает
500;2020-07-25 20:39:00+03;31;Работает
500;2020-07-25 21:10:00+03;6;Холостой ход
500;2020-07-25 21:16:00+03;27;Работает
500;2020-07-26 01:09:00+03;99;Работает
500;2020-07-26 02:48:00+03;18;Холостой ход
500;2020-07-26 03:06:00+03;16;Работает
500;2020-07-26 03:22:00+03;75;Холостой ход
500;2020-07-26 04:37:00+03;113;Работает
500;2020-07-26 06:30:00+03;27;Холостой ход
500;2020-07-26 06:57:00+03;13;Работает
500;2020-07-26 08:06:00+03;32;Работает
500;2020-07-26 08:38:00+03;8;Холостой ход
